transaction_amount,hour_of_day,account_age_days,num_txn_last_24h,num_failed_txn_last_24h,distance_from_usual_km,transaction_type,merchant_category,device_type,is_new_payee,risk_label
1538.0,18,3921,3,0,13.84,P2P,Fuel,Android,No,suspicious
2520.85,0,1774,3,1,0.39,P2P,Groceries,Unknown,No,fraud
814.26,3,2992,4,0,1.99,P2P,Travel,Android,Yes,suspicious
2229.93,21,2509,4,0,0.29,P2P,Travel,Android,No,suspicious
2412.89,8,3519,4,0,1.73,Merchant,Fuel,Android,Yes,suspicious
885.33,17,2989,2,0,4.84,P2P,Travel,Android,Yes,suspicious
336.77,13,267,5,1,3.47,P2P,Electronics,iOS,No,fraud
531.59,18,4133,3,0,0.89,Merchant,Fuel,Android,No,safe
9060.76,18,4010,2,1,2.04,Merchant,Travel,iOS,No,fraud
599.39,9,3167,5,1,4.57,BillPay,Fuel,Android,No,suspicious
8174.55,21,2771,1,1,0.55,P2P,Fuel,Android,No,suspicious
1379.97,6,4354,9,0,3.33,P2P,Electronics,Android,No,fraud
1951.67,8,4620,7,0,6.41,Merchant,Electronics,Android,No,fraud
5324.79,20,2229,3,1,4.99,P2P,Electronics,Android,No,fraud
7092.42,2,475,2,0,5.5,Merchant,Fuel,iOS,No,suspicious
631.24,16,679,3,2,0.11,P2P,Travel,Android,Yes,fraud
646.04,19,3993,2,2,3.19,Merchant,Fuel,Android,No,fraud
6209.81,21,1483,4,0,3.39,P2P,Jewelry,Android,No,suspicious
1159.24,21,4269,3,1,2.56,P2P,Fuel,iOS,No,suspicious
2992.25,14,4240,2,2,2.04,Merchant,Electronics,Android,No,fraud
3402.11,6,2769,1,0,1.25,BillPay,Groceries,Android,Yes,suspicious
942.13,23,2373,0,1,16.48,P2P,Fuel,iOS,No,suspicious
517.42,16,1381,4,1,0.54,BillPay,Fuel,Android,Yes,fraud
2047.18,17,4004,4,2,1.19,Merchant,Fuel,Android,No,fraud
897.47,3,1771,2,0,5.38,P2P,Fuel,Android,Yes,suspicious
1865.19,7,2470,2,1,0.1,P2P,Groceries,Android,Yes,fraud
760.27,2,2292,1,2,12.58,BillPay,Jewelry,Android,No,fraud
586.19,19,4040,2,0,1.74,P2P,Fuel,Android,No,safe
6629.12,5,790,2,0,5.38,BillPay,Groceries,Android,Yes,suspicious
2674.26,0,119,2,1,1.04,P2P,Travel,Android,No,fraud
300.37,16,4914,4,1,0.66,Merchant,Fuel,iOS,No,suspicious
928.62,4,4558,7,0,9.51,P2P,Travel,Android,No,suspicious
1123.94,0,1055,1,0,14.07,BillPay,Travel,Android,No,suspicious
1317.48,2,4416,3,1,8.47,P2P,Electronics,Android,No,fraud
1622.99,13,1394,5,0,5.52,P2P,Electronics,Android,Yes,fraud
465.65,22,795,3,1,1.49,P2P,Groceries,iOS,No,suspicious
250.5,6,3940,1,0,2.72,P2P,Travel,iOS,No,safe
1435.22,10,568,4,1,2.96,P2P,Groceries,Android,No,fraud
707.05,8,1109,4,0,3.67,BillPay,Fuel,Android,Yes,suspicious
695.69,1,4653,4,1,10.32,P2P,Fuel,Android,No,fraud
1419.91,12,1401,4,0,10.63,P2P,Electronics,iOS,No,suspicious
2238.86,17,1997,5,2,7.92,Merchant,Travel,Android,No,fraud
10238.36,5,4580,2,1,0.27,P2P,Jewelry,Android,No,fraud
2376.86,20,3121,2,2,1.06,Merchant,Groceries,Android,No,fraud
6950.46,12,395,3,1,6.36,Merchant,Jewelry,Android,No,fraud
755.47,3,4838,2,0,0.27,P2P,Groceries,Android,No,suspicious
1506.14,0,2084,2,0,4.85,P2P,Travel,Android,No,suspicious
10804.17,20,4030,2,0,1.47,BillPay,Fuel,Android,No,suspicious
2078.51,21,4814,2,1,1.11,P2P,Travel,Android,No,suspicious
1276.97,3,4145,7,0,8.55,P2P,Jewelry,Android,Yes,fraud
12941.91,3,2675,4,0,2.51,P2P,Fuel,iOS,No,fraud
648.44,0,4528,2,1,2.9,Merchant,Travel,Unknown,No,fraud
17825.26,3,4985,2,0,9.37,P2P,Groceries,Android,Yes,fraud
480.58,6,3281,3,1,1.51,Merchant,Jewelry,Unknown,No,fraud
188.29,10,83,1,0,1.35,BillPay,Jewelry,iOS,Yes,suspicious
5584.05,20,4341,5,0,1.94,Merchant,Groceries,Android,No,suspicious
2504.67,0,3952,3,0,0.47,P2P,Jewelry,Unknown,Yes,fraud
6065.11,21,2094,2,0,2.2,BillPay,Fuel,iOS,Yes,suspicious
185.48,2,2796,4,0,0.43,P2P,Fuel,Android,Yes,suspicious
2622.81,6,3643,4,0,11.19,BillPay,Groceries,Android,No,suspicious
3676.05,3,1985,1,0,2.17,P2P,Electronics,iOS,No,suspicious
1638.94,10,4651,4,0,4.09,Merchant,Fuel,iOS,No,suspicious
4265.8,5,4841,6,0,2.7,P2P,Jewelry,Android,Yes,fraud
5916.98,17,4645,4,2,11.84,P2P,Jewelry,iOS,No,fraud
13035.1,19,790,2,0,7.74,Merchant,Groceries,Android,Yes,suspicious
1415.3,6,1423,3,1,2.74,P2P,Groceries,Android,Yes,fraud
2517.1,22,628,5,0,0.29,Merchant,Fuel,Android,No,suspicious
2802.97,19,1873,5,1,0.71,Merchant,Fuel,Android,Yes,fraud
2644.56,16,1667,4,0,8.83,P2P,Electronics,Android,No,suspicious
4579.81,19,2922,5,0,2.1,P2P,Fuel,Android,No,suspicious
3284.45,4,2391,3,0,0.57,Merchant,Fuel,Android,No,suspicious
4934.14,13,3853,1,1,8.05,Merchant,Groceries,Android,Yes,fraud
22849.15,23,3484,7,0,10.18,P2P,Electronics,iOS,No,fraud
63.99,18,4275,3,0,2.24,P2P,Groceries,Android,No,safe
727.13,19,2572,4,1,0.29,BillPay,Electronics,Android,No,fraud
459.68,16,2937,5,0,2.32,Merchant,Groceries,Android,Yes,suspicious
3304.83,20,3545,3,0,10.41,P2P,Fuel,Android,No,suspicious
529.8,18,2691,0,0,2.16,P2P,Groceries,Android,No,safe
2438.94,23,86,3,0,0.48,P2P,Travel,Android,Yes,fraud
3187.73,4,2717,4,2,4.64,Merchant,Groceries,iOS,Yes,fraud
1760.47,11,2543,4,0,2.89,P2P,Fuel,iOS,Yes,suspicious
1246.81,19,2634,2,1,3.56,P2P,Travel,iOS,No,suspicious
4165.76,5,1294,3,0,8.56,Merchant,Fuel,Android,No,suspicious
3192.8,16,2034,1,0,0.52,P2P,Electronics,Android,No,suspicious
1486.23,6,520,1,2,7.55,P2P,Groceries,Android,No,fraud
1151.88,3,4407,1,0,10.51,P2P,Jewelry,iOS,No,suspicious
8817.77,19,4239,2,1,7.06,P2P,Fuel,Android,Yes,fraud
1659.53,20,4192,1,0,2.07,P2P,Jewelry,Android,No,suspicious
22489.26,3,2621,1,0,3.21,P2P,Fuel,Android,Yes,fraud
3900.16,7,2457,2,1,3.67,P2P,Fuel,iOS,Yes,fraud
1083.1,14,676,3,0,4.36,Merchant,Groceries,Unknown,Yes,fraud
709.72,19,16,3,0,9.37,BillPay,Groceries,Android,No,suspicious
1146.04,4,4309,2,0,1.77,Merchant,Groceries,iOS,Yes,suspicious
5259.45,5,4295,4,0,2.86,P2P,Groceries,iOS,Yes,suspicious
2256.79,8,1677,3,0,1.61,P2P,Fuel,iOS,Yes,suspicious
3174.3,15,3353,4,0,3.07,P2P,Travel,Android,Yes,suspicious
1013.5,2,2458,3,0,13.13,BillPay,Groceries,Android,Yes,suspicious
691.9,17,2812,2,1,0.11,BillPay,Groceries,iOS,No,suspicious
4433.12,14,4376,6,1,1.59,P2P,Fuel,Android,No,fraud
928.53,6,4175,3,1,3.18,P2P,Electronics,Unknown,No,fraud
1407.45,14,1889,2,0,12.09,P2P,Electronics,iOS,Yes,suspicious
3360.21,6,2342,1,0,0.56,P2P,Travel,Android,Yes,suspicious
1782.35,23,320,1,1,16.71,P2P,Jewelry,Android,No,fraud
3382.98,12,2615,3,2,2.58,P2P,Fuel,Android,No,fraud
1304.42,6,1261,2,0,0.69,P2P,Travel,Android,No,suspicious
352.79,15,2030,4,0,0.57,P2P,Jewelry,Android,No,suspicious
5363.58,0,2581,2,0,8.68,P2P,Fuel,Android,No,suspicious
27562.75,23,3649,1,0,2.18,Merchant,Electronics,Android,No,suspicious
554.79,22,923,0,0,0.61,P2P,Fuel,Android,No,safe
815.91,0,3299,2,2,7.6,P2P,Fuel,Android,No,fraud
991.05,1,1679,4,1,1.63,Merchant,Travel,iOS,Yes,fraud
2399.27,13,383,2,0,0.84,P2P,Travel,iOS,No,suspicious
3583.68,23,4614,4,1,2.11,P2P,Fuel,Android,No,fraud
4495.53,11,4901,4,0,0.37,P2P,Jewelry,Android,No,suspicious
1024.85,3,965,1,0,0.93,Merchant,Travel,Android,Yes,suspicious
2499.61,15,2557,2,0,12.3,P2P,Groceries,Android,No,suspicious
3674.84,15,4609,6,0,3.22,Merchant,Fuel,Android,No,suspicious
1766.24,1,3997,3,0,0.68,Merchant,Groceries,Android,No,suspicious
1792.14,17,3657,3,0,1.88,P2P,Electronics,Android,Yes,fraud
1034.7,5,682,5,1,0.53,Merchant,Travel,Android,No,fraud
1542.68,8,805,2,1,0.88,P2P,Fuel,iOS,No,suspicious
852.85,23,3078,1,1,1.2,Merchant,Jewelry,Android,No,fraud
3141.03,14,2955,4,0,3.9,Merchant,Fuel,iOS,No,suspicious
1533.38,8,4306,6,0,0.11,Merchant,Groceries,Android,Yes,suspicious
326.93,18,3457,4,1,2.65,Merchant,Travel,Android,No,suspicious
629.79,10,4277,2,0,9.44,P2P,Travel,iOS,No,safe
3737.03,16,3925,3,0,5.22,P2P,Jewelry,Android,No,suspicious
304.1,19,1159,3,0,0.72,Merchant,Fuel,iOS,Yes,suspicious
1332.84,9,3418,2,0,8.26,P2P,Fuel,Android,No,suspicious
1529.61,6,2016,4,1,3.83,Merchant,Jewelry,Android,No,fraud
90.06,8,4473,2,0,9.32,P2P,Electronics,Android,No,safe
1113.12,0,145,6,0,1.79,BillPay,Groceries,Android,No,suspicious
5728.06,12,3516,4,0,0.34,P2P,Groceries,iOS,No,suspicious
1197.77,22,4509,3,0,0.43,Merchant,Travel,Android,Yes,suspicious
1234.25,19,4910,4,0,0.4,BillPay,Fuel,iOS,No,suspicious
3633.13,5,1237,4,0,2.12,P2P,Travel,Android,No,suspicious
528.38,7,2312,1,1,0.01,P2P,Jewelry,Android,Yes,fraud
147.87,17,1862,3,2,1.21,BillPay,Electronics,iOS,No,fraud
706.82,17,3749,4,2,10.33,P2P,Travel,Android,No,fraud
1008.39,15,3831,4,0,4.53,Merchant,Fuel,Unknown,Yes,fraud
551.56,23,3254,3,0,10.29,Merchant,Jewelry,Android,No,suspicious
844.05,13,168,2,0,3.49,P2P,Travel,Android,No,safe
1300.65,14,2413,3,0,0.97,Merchant,Travel,iOS,No,suspicious
392.75,20,314,5,1,7.24,P2P,Jewelry,Unknown,No,fraud
3973.9,12,4679,2,0,2.94,P2P,Fuel,iOS,No,suspicious
219.76,18,2712,4,0,1.57,Merchant,Travel,Android,No,safe
2549.93,2,1075,3,1,2.76,P2P,Electronics,Android,No,fraud
1009.55,13,1377,4,1,7.94,Merchant,Travel,Unknown,Yes,fraud
80.83,11,3695,5,0,3.33,P2P,Travel,iOS,No,safe
603.01,6,2883,2,1,3.25,P2P,Jewelry,iOS,Yes,fraud
2681.23,10,575,2,1,0.18,Merchant,Jewelry,Android,Yes,fraud
388.23,18,2003,4,0,1.92,P2P,Electronics,Android,No,suspicious
1319.59,1,4170,0,0,1.33,P2P,Fuel,Android,No,suspicious
2933.16,18,1916,3,1,0.29,P2P,Jewelry,Android,No,fraud
639.4,4,2408,2,1,2.59,Merchant,Jewelry,iOS,No,fraud
1068.75,17,2992,3,1,7.2,Merchant,Fuel,Android,Yes,fraud
696.58,17,536,5,1,3.7,P2P,Electronics,iOS,No,fraud
2362.91,14,334,7,0,0.19,P2P,Travel,Android,Yes,fraud
2360.45,12,4069,2,0,3.11,P2P,Fuel,Android,No,suspicious
923.58,22,2851,0,0,3.43,Merchant,Travel,Android,No,safe
693.86,10,4151,2,1,4.57,P2P,Jewelry,Android,Yes,fraud
2279.97,15,2456,0,1,4.96,P2P,Groceries,iOS,Yes,fraud
4274.0,19,1363,2,1,4.95,BillPay,Travel,iOS,Yes,fraud
827.1,2,1442,1,0,2.92,P2P,Fuel,Android,No,suspicious
658.2,22,3034,4,0,12.34,P2P,Jewelry,Android,Yes,suspicious
1123.29,14,1181,3,0,1.3,P2P,Jewelry,Unknown,No,fraud
193.32,9,588,3,0,4.6,P2P,Travel,iOS,Yes,suspicious
3722.16,22,2515,4,0,4.85,Merchant,Fuel,Android,Yes,suspicious
625.92,15,1933,1,1,0.49,P2P,Travel,Android,Yes,suspicious
5322.64,4,270,3,1,9.09,P2P,Fuel,Android,No,fraud
1458.78,12,3922,2,0,12.11,Merchant,Jewelry,Android,Yes,suspicious
2757.97,13,4541,3,1,2.52,P2P,Electronics,Android,Yes,fraud
347.71,1,2571,2,0,12.6,P2P,Electronics,Android,No,suspicious
130.28,13,714,4,4,2.0,P2P,Jewelry,Unknown,Yes,fraud
994.69,14,2130,0,1,3.63,P2P,Travel,iOS,No,suspicious
2987.28,10,4377,6,0,7.19,Merchant,Groceries,iOS,No,suspicious
174.47,23,4045,2,0,5.71,Merchant,Groceries,Android,No,safe
733.42,4,2769,1,0,11.88,Merchant,Fuel,Android,Yes,suspicious
3025.89,16,1294,6,1,1.0,Merchant,Travel,iOS,No,fraud
3116.02,21,1630,2,0,4.82,P2P,Travel,Android,No,suspicious
824.99,4,35,3,0,1.75,BillPay,Electronics,Android,Yes,fraud
470.72,0,2564,3,0,8.63,BillPay,Electronics,iOS,No,suspicious
4290.19,5,1058,4,0,7.53,Merchant,Groceries,Android,No,suspicious
550.41,8,3986,5,0,0.15,Merchant,Jewelry,Android,No,suspicious
973.95,15,2616,4,0,1.4,Merchant,Groceries,Android,Yes,suspicious
3240.0,2,1754,1,0,6.64,P2P,Groceries,Android,Yes,suspicious
1205.39,17,1895,2,1,6.55,P2P,Travel,Android,No,suspicious
3096.57,18,3937,2,0,2.01,P2P,Jewelry,Android,Yes,fraud
878.07,20,999,1,2,4.18,P2P,Electronics,Android,No,fraud
3247.55,14,3765,1,0,4.32,P2P,Travel,Android,Yes,suspicious
639.55,8,2412,5,0,5.81,P2P,Fuel,Android,Yes,suspicious
870.58,8,3481,4,0,8.58,P2P,Fuel,Android,Yes,suspicious
2723.54,22,3666,2,0,5.72,P2P,Electronics,Android,No,suspicious
2961.76,19,4307,4,0,13.16,P2P,Jewelry,Android,No,suspicious
1945.32,12,3613,8,0,1.36,P2P,Groceries,Android,No,suspicious
894.28,9,1438,1,0,2.16,Merchant,Electronics,Android,Yes,suspicious
4222.33,4,3723,0,1,4.64,P2P,Travel,Android,No,fraud
10473.96,8,1616,4,0,4.37,Merchant,Fuel,Unknown,No,fraud
241.46,13,4116,4,0,6.26,BillPay,Fuel,iOS,No,safe
1603.72,10,2378,3,0,9.14,BillPay,Groceries,Android,No,suspicious
4171.61,23,461,4,0,7.14,BillPay,Jewelry,iOS,No,suspicious
5672.98,4,1580,3,1,1.53,P2P,Fuel,Unknown,No,fraud
476.11,5,706,2,0,4.65,P2P,Groceries,Android,No,safe
3920.56,20,27,5,2,4.65,P2P,Jewelry,Android,No,fraud
1312.2,8,3085,4,0,4.22,Merchant,Groceries,Android,No,suspicious
802.04,0,1780,2,0,2.33,Merchant,Fuel,iOS,No,suspicious
2704.03,14,4533,4,0,3.36,P2P,Electronics,Android,No,suspicious
1737.3,20,4646,5,1,2.9,P2P,Jewelry,iOS,Yes,fraud
1856.37,13,2569,3,0,0.41,P2P,Groceries,iOS,No,suspicious
7295.63,19,86,2,1,0.11,Merchant,Fuel,iOS,No,fraud
87.4,14,985,4,0,2.31,Merchant,Jewelry,Android,No,suspicious
1281.57,20,1915,5,3,19.4,Merchant,Jewelry,Android,No,fraud
7414.22,14,1938,5,0,2.49,P2P,Jewelry,Android,Yes,fraud
12212.37,11,940,4,1,5.26,P2P,Travel,Android,No,fraud
3248.21,22,2702,4,1,1.67,P2P,Jewelry,Android,No,fraud
11143.44,15,3843,4,0,5.43,P2P,Groceries,Unknown,No,fraud
3911.03,19,1264,1,0,6.01,P2P,Travel,Android,No,suspicious
1411.86,1,651,2,1,14.16,P2P,Jewelry,Android,No,fraud
3512.96,13,1891,4,3,1.29,P2P,Fuel,Android,No,fraud
1148.42,22,1466,1,1,4.41,Merchant,Fuel,Android,No,suspicious
7717.5,11,3488,4,1,2.72,Merchant,Fuel,iOS,No,fraud
4267.64,16,2269,1,0,5.84,P2P,Travel,Android,No,suspicious
868.5,14,933,3,0,5.57,P2P,Jewelry,iOS,No,suspicious
679.61,22,2310,2,0,9.45,P2P,Fuel,Android,Yes,suspicious
3066.66,1,3089,2,0,9.34,P2P,Groceries,Unknown,No,fraud
5789.82,7,212,1,1,3.41,P2P,Electronics,Android,No,fraud
1620.25,17,2479,3,0,4.91,Merchant,Jewelry,Android,Yes,fraud
4728.54,6,3501,1,1,3.55,P2P,Electronics,iOS,No,fraud
1026.87,5,984,4,0,13.94,P2P,Fuel,iOS,No,suspicious
620.33,3,905,1,1,2.55,Merchant,Groceries,iOS,No,suspicious
610.06,2,1840,5,0,7.66,P2P,Travel,iOS,No,suspicious
3524.29,3,3583,6,2,1.21,Merchant,Travel,Android,Yes,fraud
5427.86,7,3487,1,1,7.24,P2P,Groceries,Android,No,suspicious
1317.62,20,650,1,0,0.1,Merchant,Groceries,iOS,No,safe
8316.19,15,98,7,1,1.39,Merchant,Groceries,Android,No,fraud
2872.34,4,3986,3,0,0.63,P2P,Electronics,iOS,No,fraud
2033.92,4,31,4,0,1.62,P2P,Electronics,Android,No,fraud
943.59,4,4571,2,1,8.68,P2P,Travel,Unknown,No,fraud
1997.82,14,2832,3,0,1.32,P2P,Electronics,iOS,No,suspicious
4454.33,22,3630,3,0,5.01,Merchant,Fuel,Android,No,suspicious
1982.06,16,2593,4,0,0.15,P2P,Fuel,iOS,No,suspicious
1315.53,15,1815,2,0,5.08,Merchant,Groceries,Android,No,suspicious
716.48,23,273,5,1,11.89,P2P,Travel,Unknown,No,fraud
6156.58,1,3083,0,0,0.02,P2P,Electronics,Android,No,suspicious
4002.39,20,2365,2,0,4.88,Merchant,Electronics,iOS,No,suspicious
1536.26,13,4669,1,0,0.4,BillPay,Travel,iOS,Yes,suspicious
8766.34,5,26,5,0,0.23,P2P,Fuel,Android,No,fraud
1939.09,23,3732,4,0,1.34,BillPay,Fuel,iOS,No,suspicious
481.97,2,3076,1,0,14.05,P2P,Jewelry,Android,No,suspicious
7341.76,21,484,1,1,2.65,P2P,Travel,iOS,No,suspicious
3671.51,1,1069,3,0,0.24,P2P,Fuel,Android,No,suspicious
1382.79,12,2574,0,0,2.32,P2P,Groceries,Android,Yes,suspicious
2129.74,23,1511,3,1,1.23,Merchant,Groceries,Android,Yes,fraud
306.6,3,3506,3,0,1.1,P2P,Jewelry,Android,No,suspicious
3408.24,4,1111,1,0,0.76,Merchant,Fuel,Unknown,No,fraud
690.08,16,2201,4,1,4.73,Merchant,Electronics,Android,No,fraud
6305.23,15,615,2,1,3.05,P2P,Groceries,Unknown,Yes,fraud
1475.54,0,1059,4,1,0.57,Merchant,Electronics,Android,No,fraud
9205.38,8,675,6,0,1.58,BillPay,Jewelry,Android,Yes,fraud
3480.6,10,1817,2,0,4.03,P2P,Fuel,Android,No,suspicious
4206.5,7,409,1,1,1.18,P2P,Electronics,Android,No,fraud
1744.6,22,1899,3,0,6.97,Merchant,Fuel,Android,Yes,suspicious
2894.08,19,479,1,1,8.93,P2P,Fuel,Android,Yes,fraud
302.69,0,1644,7,0,1.69,P2P,Fuel,Android,No,suspicious
10733.84,20,4511,3,1,6.27,BillPay,Travel,Android,No,fraud
1536.72,12,4644,5,0,1.97,P2P,Electronics,Android,Yes,fraud
240.48,17,1453,3,0,3.88,P2P,Fuel,Android,No,safe
1306.55,11,3807,4,1,6.65,Merchant,Groceries,Android,Yes,fraud
2485.44,14,2757,4,0,0.73,P2P,Fuel,iOS,Yes,suspicious
2615.65,17,2806,0,0,1.51,P2P,Jewelry,Android,No,suspicious
3479.81,14,783,2,0,1.87,Merchant,Fuel,Android,No,suspicious
1543.87,14,4068,4,1,2.28,Merchant,Fuel,Android,Yes,fraud
14950.96,0,204,2,0,1.55,BillPay,Groceries,iOS,No,suspicious
1128.02,8,3514,3,0,0.79,P2P,Jewelry,Android,No,suspicious
1424.99,2,1248,3,0,3.61,Merchant,Electronics,Android,No,suspicious
4676.57,0,2289,0,0,2.3,BillPay,Electronics,Android,No,suspicious
1057.31,22,3823,3,1,1.86,P2P,Jewelry,Android,No,fraud
1172.08,19,1842,1,0,2.92,P2P,Groceries,Android,Yes,suspicious
873.89,14,1875,2,1,1.37,Merchant,Fuel,Android,Yes,fraud
4366.71,21,1779,3,0,2.25,P2P,Travel,Android,No,suspicious
9861.18,9,3670,2,0,5.54,Merchant,Fuel,iOS,No,suspicious
1255.06,12,650,4,0,5.72,P2P,Travel,Android,No,suspicious
1212.96,15,3341,2,0,0.62,P2P,Travel,iOS,No,safe
459.44,6,246,3,0,3.25,P2P,Electronics,iOS,No,suspicious
1001.09,18,2299,7,1,7.9,P2P,Groceries,Android,Yes,fraud
1060.62,10,4594,4,1,2.99,P2P,Jewelry,iOS,No,fraud
5542.95,17,1438,2,0,26.01,P2P,Travel,Unknown,No,suspicious
3666.98,22,2277,3,1,5.19,P2P,Jewelry,Android,Yes,fraud
735.14,22,1002,5,1,11.59,P2P,Groceries,Android,Yes,fraud
11695.0,18,4342,6,0,3.16,Merchant,Electronics,Android,No,fraud
502.97,1,3622,2,0,2.96,BillPay,Fuel,Android,Yes,suspicious
1241.54,18,514,3,0,8.18,P2P,Travel,Android,Yes,suspicious
133.41,18,1605,2,1,3.68,P2P,Electronics,Android,No,suspicious
1264.84,5,2877,1,1,3.48,Merchant,Electronics,Android,No,fraud
3345.91,9,1064,2,0,5.78,P2P,Travel,iOS,Yes,suspicious
7487.62,9,1886,1,0,4.7,P2P,Jewelry,Android,Yes,fraud
1299.32,8,4848,5,0,5.26,BillPay,Fuel,Android,Yes,suspicious
207.46,3,2964,4,1,14.03,Merchant,Travel,Android,Yes,fraud
1115.9,9,981,1,0,2.77,P2P,Travel,Android,No,safe
2817.15,5,1196,2,0,1.33,P2P,Electronics,Android,No,suspicious
4236.32,12,913,7,0,5.63,P2P,Travel,Android,No,suspicious
1545.67,14,1,3,0,1.28,BillPay,Travel,iOS,No,suspicious
873.29,1,344,3,0,2.32,BillPay,Travel,Android,No,suspicious
264.87,9,2307,3,1,0.74,P2P,Fuel,Android,Yes,fraud
105.73,16,579,2,1,8.26,Merchant,Electronics,Android,No,suspicious
451.42,8,1149,4,0,5.16,P2P,Travel,Android,No,suspicious
2631.82,10,4251,2,2,0.42,P2P,Electronics,Android,No,fraud
3689.35,7,4384,5,1,9.37,P2P,Jewelry,Android,No,fraud
871.95,23,3657,3,0,0.91,BillPay,Jewelry,Android,Yes,suspicious
773.28,15,137,1,0,0.32,BillPay,Groceries,Android,Yes,suspicious
1004.65,6,78,3,1,0.82,P2P,Travel,iOS,Yes,fraud
4923.32,5,1177,2,0,0.3,P2P,Jewelry,iOS,No,suspicious
521.47,19,2386,6,0,0.7,P2P,Electronics,Android,No,suspicious
854.04,6,3995,1,0,1.01,BillPay,Fuel,Android,No,safe
400.58,0,1576,2,0,2.12,P2P,Fuel,Android,No,suspicious
7134.31,20,4615,2,0,1.02,Merchant,Electronics,Android,No,suspicious
2894.26,23,3857,4,0,13.69,BillPay,Groceries,Android,No,suspicious
2399.44,11,1583,4,0,1.76,P2P,Electronics,iOS,No,suspicious
708.21,8,268,2,1,7.31,BillPay,Jewelry,Android,No,fraud
3763.78,14,1620,5,0,3.29,Merchant,Electronics,Android,Yes,fraud
1973.97,14,541,3,1,5.22,Merchant,Jewelry,Android,No,fraud
748.0,5,4700,5,0,4.12,BillPay,Groceries,Android,No,suspicious
1139.42,12,1499,1,1,10.18,P2P,Electronics,Android,Yes,fraud
18262.69,2,1742,5,1,6.68,P2P,Groceries,Android,No,fraud
1127.41,8,509,5,1,0.49,P2P,Fuel,iOS,No,fraud
3900.26,22,2539,1,0,0.12,BillPay,Fuel,iOS,No,suspicious
8644.18,13,3052,2,0,1.45,P2P,Jewelry,Android,No,suspicious
6758.33,22,3043,2,0,10.01,P2P,Jewelry,Android,No,suspicious
613.19,4,59,3,1,12.33,BillPay,Groceries,Android,Yes,fraud
3798.26,13,2189,1,0,0.5,Merchant,Jewelry,Android,Yes,suspicious
1182.24,7,684,6,1,10.08,P2P,Fuel,Android,Yes,fraud
13030.72,4,4461,2,0,1.53,P2P,Electronics,Android,Yes,fraud
3051.36,23,4462,2,1,6.84,Merchant,Groceries,Android,No,suspicious
1012.83,6,2269,3,1,4.06,P2P,Jewelry,Android,No,fraud
1647.77,9,2976,4,0,1.93,P2P,Groceries,Android,No,suspicious
5580.51,10,209,4,0,0.12,Merchant,Groceries,Android,Yes,suspicious
1473.73,21,4299,5,0,17.54,P2P,Electronics,Android,No,suspicious
1632.33,18,4123,3,0,3.25,BillPay,Travel,Android,No,suspicious
242.41,19,3992,3,0,4.06,P2P,Electronics,Unknown,Yes,fraud
1065.45,16,4600,5,1,2.89,BillPay,Jewelry,Android,No,fraud
1164.99,12,2203,5,0,8.61,Merchant,Electronics,iOS,No,suspicious
1850.9,0,2589,4,1,0.01,P2P,Fuel,Android,No,fraud
2908.99,21,2918,2,0,5.31,P2P,Groceries,iOS,Yes,suspicious
784.05,22,3051,2,0,2.49,BillPay,Jewelry,Android,No,suspicious
977.71,9,1224,2,1,1.16,Merchant,Travel,Android,No,suspicious
1334.52,14,2226,2,0,11.88,Merchant,Groceries,iOS,No,suspicious
1990.48,20,457,3,1,9.09,P2P,Fuel,Android,No,suspicious
3971.45,16,2501,3,1,5.38,P2P,Jewelry,Android,No,fraud
2099.49,14,2287,0,0,0.19,Merchant,Jewelry,Android,No,suspicious
1734.04,12,571,4,0,1.46,P2P,Fuel,iOS,No,suspicious
142.49,14,1190,10,0,1.5,Merchant,Travel,iOS,No,suspicious
2192.32,13,3857,4,0,0.42,BillPay,Travel,Android,Yes,suspicious
12377.14,3,3269,3,1,0.16,Merchant,Groceries,Android,No,fraud
4785.82,13,1543,1,0,1.8,Merchant,Groceries,Android,Yes,suspicious
2678.43,6,173,5,0,8.49,Merchant,Groceries,Android,No,suspicious
892.76,23,612,3,0,2.5,P2P,Electronics,Android,No,suspicious
400.89,6,3311,3,1,3.69,P2P,Jewelry,iOS,No,fraud
1134.17,10,3312,7,0,11.72,P2P,Groceries,iOS,No,suspicious
1989.03,21,2095,3,1,3.64,P2P,Electronics,Android,Yes,fraud
697.69,22,3352,1,0,9.35,P2P,Electronics,Android,Yes,suspicious
1266.05,2,1746,1,0,3.43,P2P,Jewelry,Android,Yes,fraud
4102.0,10,861,2,0,6.53,Merchant,Electronics,Android,No,suspicious
3739.99,9,4559,3,2,8.22,Merchant,Electronics,Android,No,fraud
794.45,11,4095,4,0,1.9,P2P,Travel,Android,No,suspicious
558.55,22,3203,2,0,0.65,P2P,Travel,iOS,No,safe
702.02,2,2603,6,1,34.61,P2P,Jewelry,iOS,No,fraud
1771.53,19,4015,3,0,6.58,P2P,Groceries,iOS,No,suspicious
3579.13,6,1012,5,1,9.71,P2P,Groceries,Android,No,fraud
3070.6,7,2480,1,0,0.17,BillPay,Jewelry,Android,Yes,suspicious
7001.22,5,4944,3,0,0.82,Merchant,Travel,iOS,Yes,suspicious
4908.76,0,1146,1,0,2.79,P2P,Travel,Android,No,suspicious
2431.75,20,3975,3,0,3.2,Merchant,Travel,Android,No,suspicious
